2025-02-24 21:46:27.228 +01:00 [INF] 🚀 Iniciando la interacción con Ollama...
2025-02-24 21:46:38.929 +01:00 [INF] ✅ Intento 1: Se detectaron herramientas en la respuesta.
2025-02-24 21:46:38.931 +01:00 [INF] 🔎 Buscando herramienta 'get_weather' en ToolManager...
2025-02-24 21:46:38.933 +01:00 [INF] ✅ Herramienta 'get_weather' encontrada en ToolManager.
2025-02-24 21:46:38.934 +01:00 [INF] 🔍 Ejecutando herramienta 'get_weather' con argumentos: {"city":"Madrid"}
2025-02-24 21:46:39.508 +01:00 [INF] ✅ Resultado de 'get_weather': El clima actual en Madrid es soleado con una temperatura de 1°C.
2025-02-24 21:46:48.064 +01:00 [INF] ✅ Intento 1: Se detectaron herramientas en la respuesta.
2025-02-24 21:46:48.067 +01:00 [INF] 🔎 Buscando herramienta 'get_weather' en ToolManager...
2025-02-24 21:46:48.068 +01:00 [INF] ✅ Herramienta 'get_weather' encontrada en ToolManager.
2025-02-24 21:46:48.069 +01:00 [INF] 🔍 Ejecutando herramienta 'get_weather' con argumentos: {"city":"Madrid"}
2025-02-24 21:46:48.579 +01:00 [INF] ✅ Resultado de 'get_weather': El clima actual en Madrid es nublado con una temperatura de 15°C.
2025-02-24 21:46:49.353 +01:00 [INF] ✅ Intento 1: Se detectaron herramientas en la respuesta.
2025-02-24 21:46:49.355 +01:00 [INF] 🔎 Buscando herramienta 'get_weather' en ToolManager...
2025-02-24 21:46:49.356 +01:00 [INF] ✅ Herramienta 'get_weather' encontrada en ToolManager.
2025-02-24 21:46:49.356 +01:00 [INF] 🔍 Ejecutando herramienta 'get_weather' con argumentos: {"city":"Madrid"}
2025-02-24 21:46:49.858 +01:00 [INF] ✅ Resultado de 'get_weather': El clima actual en Madrid es nevando con una temperatura de 11°C.
2025-02-24 21:50:48.217 +01:00 [INF] 🚀 Iniciando la interacción con Ollama...
2025-02-24 21:50:57.791 +01:00 [INF] ✅ Intento 1: Se detectaron herramientas en la respuesta.
2025-02-24 21:50:57.793 +01:00 [INF] 🔎 Buscando herramienta 'get_weather' en ToolManager...
2025-02-24 21:50:57.796 +01:00 [INF] ✅ Herramienta 'get_weather' encontrada en ToolManager.
2025-02-24 21:50:57.797 +01:00 [INF] 🔍 Ejecutando herramienta 'get_weather' con argumentos: {"city":"Madrid"}
2025-02-24 21:50:58.316 +01:00 [INF] ✅ Resultado de 'get_weather': El clima actual en Madrid es nevando con una temperatura de 19°C.
2025-02-24 21:54:09.052 +01:00 [INF] 🚀 Iniciando la interacción con Ollama...
2025-02-24 21:54:15.704 +01:00 [INF] 🔄 Intento 1: No se han solicitado herramientas. Reintentando...
2025-02-24 21:54:16.863 +01:00 [INF] 🔄 Intento 2: No se han solicitado herramientas. Reintentando...
2025-02-24 21:54:18.095 +01:00 [INF] 🔄 Intento 3: No se han solicitado herramientas. Reintentando...
2025-02-24 21:54:19.332 +01:00 [INF] 🔄 Intento 4: No se han solicitado herramientas. Reintentando...
2025-02-24 21:54:20.595 +01:00 [INF] 🔄 Intento 5: No se han solicitado herramientas. Reintentando...
2025-02-24 21:54:25.281 +01:00 [INF] 🚀 Iniciando la interacción con Ollama...
2025-02-24 21:54:34.266 +01:00 [INF] 📩 Respuesta de mistral: {"model":"mistral","created_at":"2025-02-24T20:54:32.0588044Z","message":{"role":"assistant","content":"¡"},"done":false}
{"model":"mistral","created_at":"2025-02-24T20:54:32.0832924Z","message":{"role":"assistant","content":"P"},"done":false}
{"model":"mistral","created_at":"2025-02-24T20:54:32.1035695Z","message":{"role":"assistant","content":"or"},"done":false}
{"model":"mistral","created_at":"2025-02-24T20:54:32.1214105Z","message":{"role":"assistant","content":" sup"},"done":false}
{"model":"mistral","created_at":"2025-02-24T20:54:32.1391809Z","message":{"role":"assistant","content":"u"},"done":false}
{"model":"mistral","created_at":"2025-02-24T20:54:32.1569985Z","message":{"role":"assistant","content":"esto"},"done":false}
{"model":"mistral","created_at":"2025-02-24T20:54:32.1748114Z","message":{"role":"assistant","content":"!"},"done":false}
{"model":"mistral","created_at":"2025-02-24T20:54:32.1925867Z","message":{"role":"assistant","content":" Madrid"},"done":false}
{"model":"mistral","created_at":"2025-02-24T20:54:32.2103571Z","message":{"role":"assistant","content":" es"},"done":false}
{"model":"mistral","created_at":"2025-02-24T20:54:32.2282444Z","message":{"role":"assistant","content":" la"},"done":false}
{"model":"mistral","created_at":"2025-02-24T20:54:32.2459541Z","message":{"role":"assistant","content":" ciudad"},"done":false}
{"model":"mistral","created_at":"2025-02-24T20:54:32.2636844Z","message":{"role":"assistant","content":" con"},"done":false}
{"model":"mistral","created_at":"2025-02-24T20:54:32.2822161Z","message":{"role":"assistant","content":" más"},"done":false}
{"model":"mistral","created_at":"2025-02-24T20:54:32.3000754Z","message":{"role":"assistant","content":" pat"},"done":false}
{"model":"mistral","created_at":"2025-02-24T20:54:32.317369Z","message":{"role":"assistant","content":"ios"},"done":false}
{"model":"mistral","created_at":"2025-02-24T20:54:32.3354754Z","message":{"role":"assistant","content":" enc"},"done":false}
{"model":"mistral","created_at":"2025-02-24T20:54:32.3530231Z","message":{"role":"assistant","content":"ant"},"done":false}
{"model":"mistral","created_at":"2025-02-24T20:54:32.3710729Z","message":{"role":"assistant","content":"adores"},"done":false}
{"model":"mistral","created_at":"2025-02-24T20:54:32.3905369Z","message":{"role":"assistant","content":" de"},"done":false}
{"model":"mistral","created_at":"2025-02-24T20:54:32.4083241Z","message":{"role":"assistant","content":" España"},"done":false}
{"model":"mistral","created_at":"2025-02-24T20:54:32.4266199Z","message":{"role":"assistant","content":"."},"done":false}
{"model":"mistral","created_at":"2025-02-24T20:54:32.4443531Z","message":{"role":"assistant","content":" Se"},"done":false}
{"model":"mistral","created_at":"2025-02-24T20:54:32.4620978Z","message":{"role":"assistant","content":" tr"},"done":false}
{"model":"mistral","created_at":"2025-02-24T20:54:32.4799294Z","message":{"role":"assistant","content":"ata"},"done":false}
{"model":"mistral","created_at":"2025-02-24T20:54:32.4977962Z","message":{"role":"assistant","content":" de"},"done":false}
{"model":"mistral","created_at":"2025-02-24T20:54:32.5156747Z","message":{"role":"assistant","content":" esp"},"done":false}
{"model":"mistral","created_at":"2025-02-24T20:54:32.5343062Z","message":{"role":"assistant","content":"ac"},"done":false}
{"model":"mistral","created_at":"2025-02-24T20:54:32.5516073Z","message":{"role":"assistant","content":"ios"},"done":false}
{"model":"mistral","created_at":"2025-02-24T20:54:32.5693947Z","message":{"role":"assistant","content":" ab"},"done":false}
{"model":"mistral","created_at":"2025-02-24T20:54:32.5873924Z","message":{"role":"assistant","content":"iert"},"done":false}
